sea_temp,chlorophyll,salinity,wind_speed,month,carbon_sink
8.108904159657687,7.299983109899704,32.092384288430914,18.538880077939883,12,65.51455874479679
28.275000724347066,1.8451199559871156,30.663724426134408,22.02754687740792,10,16.823302525530895
20.61978796339918,3.4663969436988618,30.88451457480551,11.579496884475024,3,38.13705466421416
15.95304694689628,6.632806368578183,31.26469789726645,7.22946829183519,8,48.40763557993977
0.4606524154852778,4.820893445244799,31.42557334055464,7.971164358886537,3,65.56786272640973
0.4598082117670925,7.385710386348938,31.69583266447381,17.423706459109848,11,75.0494406708904
-2.967073574113019,9.612079012228596,31.788220202744462,14.188950849787405,4,92.80016755014236
25.31616510212273,1.165466877151975,33.19001441841275,12.162353274431428,3,17.860708090765215
16.039025411012307,7.095677163980609,33.56701233578229,5.069351969404351,2,57.348052314796135
19.78254022286159,2.303441556321145,32.162154456884494,21.886392187472584,1,37.33730341231445
-4.279542699646914,4.144767274075693,36.3510749394451,19.52551118768515,1,67.80479542665212
28.9468448256698,0.32862725795139824,33.87197806337268,3.51596504348074,1,7.9022881482177
24.13549242801476,1.3590738229269894,35.512338496233845,9.184711365053417,10,15.13249656801808
2.431868873739665,3.197772890488997,36.4696648269459,13.553302340972284,5,52.090508713410266
1.3638738522485214,3.4198580528798495,31.141945802030637,11.3584655692883,10,51.045180514081004
1.4191578448701838,8.995852164620958,32.995121386009444,9.94489596844346,1,79.2412836701752
5.648478503583821,7.418129092665151,33.03247281200226,17.970797439013232,5,70.40411588571531
13.366475107128323,9.72182968187041,32.48130575306848,1.3625876059459363,4,68.73083453304282
10.118075652474051,5.9907151033524055,30.062341065861478,11.785258478148547,2,62.70986936950243
5.193019906931466,2.41713732091318,35.71180475444667,6.5545422597400345,3,44.95650194017364
16.414851315283283,3.276550299216429,30.78091525087732,2.115459630868974,8,31.780745083536356
-0.11771487717853546,3.198359232919671,36.968364185452316,11.622178950074138,3,55.96164534933734
5.225062698732636,3.2649432766325157,35.41070944337827,4.284217276764219,3,52.67628683773678
7.822664515279209,6.729641731118157,34.0600701232456,6.455607047255215,2,60.93752683671582
10.962449447596258,5.308079280904162,31.082244924191183,12.675218237751897,12,48.822592697056
22.481158648755475,3.854241780866443,33.60775079975273,24.342724498320536,5,36.390830493672425
1.9885823755425909,1.490897687287166,31.82776118600466,17.106375170088896,2,51.095938779898106
12.998205344476407,0.22139162942145907,31.766257671801487,6.990544953920619,10,21.8116437592076
